,StreamID,Brick,count,first_t,last_t,mean,std,nUnique,min,q1,median,q3,max
0,cc453e58_7367_46be_86f2_ff2c6615717d,Alarm,154216,2021-01-01T00:09:52.496Z,2023-12-31T23:57:49.659Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1,a7f8b361_3787_4ebe_a690_3d67b484712b,Demand_Sensor,154212,2021-01-01T00:09:52.569Z,2023-12-31T23:57:49.720Z,0.0021903781806863276,0.1956522120520088,38.0,0.0,0.0,0.0,0.0,22.1579
2,eedd55f0_5db2_45aa_8a92_824ecf65e929,Zone_Air_Dewpoint_Sensor,154208,2021-01-01T00:09:52.611Z,2023-12-31T23:57:49.751Z,7.919997180431626,2.0946638092045258,26169.0,-3.2841,7.0247,8.2644,9.3315,15.8731
3,ff9a5cca_e958_4f9a_adda_2c9f8a02df9d,Demand_Sensor,154211,2021-01-01T00:09:52.647Z,2023-12-31T23:57:49.781Z,1.6164807841204585,12.354878673801137,522.0,0.0,0.0,0.0,0.0,100.0
4,1e9440ce_4730_46cd_a356_8c1ce2f7ac8e,Zone_Air_Humidity_Sensor,154220,2021-01-01T00:09:52.685Z,2023-12-31T23:57:49.812Z,40.895906886266374,5.882789351172758,4117.0,0.0,38.11,41.41,44.29,72.51
5,9c7333be_8ea4_4870_923c_51e36ee3a6e7,Zone_Air_Temperature_Sensor,154222,2021-01-01T00:09:52.725Z,2023-12-31T23:57:49.843Z,21.926148020386197,0.9533697467981603,107.0,0.0,21.8,22.0,22.2,23.5
6,667e76b5_d00c_4190_ac3d_8182b7e58073,Room_Air_Temperature_Setpoint,154207,2021-01-01T00:09:52.764Z,2023-12-31T23:57:49.872Z,21.97974151627358,0.6672902185843422,2.0,0.0,22.0,22.0,22.0,22.0
7,263dc635_3442_4857_9fc9_12582e6b1b46,Pressure_Alarm,154235,2021-01-01T00:09:52.805Z,2023-12-31T23:57:49.905Z,0.00968003371478588,0.09790980881437002,2.0,0.0,0.0,0.0,0.0,1.0
8,166a551f_acb6_42e9_a7ab_39ecbc234c35,Duration_Sensor,154213,2021-01-01T00:09:52.844Z,2023-12-31T23:57:49.935Z,3810.8726501656797,21852.53327077215,7562.0,0.0,0.0,0.0,0.0,406256.0
9,339bf042_af93_4f5a_8b3d_01af139f631f,Differential_Pressure_Sensor,154224,2021-01-01T00:09:52.884Z,2023-12-31T23:57:49.964Z,-3.8915681015924894,2.123007306771129,1996.0,-17.7125,-4.9937,-3.4375,-2.65,0.0
10,953508e0_cf7b_4684_8a9f_a47092ed7799,On_Off_Status,154203,2021-01-01T00:09:52.926Z,2023-12-31T23:57:49.998Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,4207cff7_f1ff_44f7_bcb2_15af013626e4,Mode_Status,154200,2021-01-01T00:09:52.967Z,2023-12-31T23:57:50.030Z,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
12,615236b2_c373_43db_9002_374eca80d6ab,Alarm,154216,2021-01-01T00:09:53.010Z,2023-12-31T23:57:50.058Z,0.00014914146392073455,0.012211438111233017,2.0,0.0,0.0,0.0,0.0,1.0
13,d76a1b1b_26c4_4900_b3b2_2cd09681a4b9,Mode_Status,154216,2021-01-01T00:09:53.088Z,2023-12-31T23:57:50.121Z,6.484411474814546e-06,0.002546442504205106,2.0,0.0,0.0,0.0,0.0,1.0
14,19847d63_9e10_4ab8_86ed_66caf5ca418c,Mode_Command,154208,2021-01-01T00:09:53.132Z,2023-12-31T23:57:50.153Z,6.484747873002698e-06,0.0025465085550705926,2.0,0.0,0.0,0.0,0.0,1.0
15,1aff69b3_bbd1_423f_b15f_9938e9271ff5,Demand_Sensor,154197,2021-01-01T00:09:53.175Z,2023-12-31T23:57:50.185Z,0.09870069910568946,1.4665045359908124,671.0,0.0,0.0,0.0,0.0,42.9984
16,3d11c767_7b8b_46f5_8556_5bf1353454c6,Zone_Air_Dewpoint_Sensor,154218,2021-01-01T00:09:53.215Z,2023-12-31T23:57:50.216Z,8.10169361293753,1.9786912168549056,29145.0,-6.4627,7.3867,8.4587,9.3717,16.2237
17,bb16813d_9f09_4e06_9fca_c93ddc758098,Demand_Sensor,154205,2021-01-01T00:09:53.259Z,2023-12-31T23:57:50.248Z,1.3482861424726824,11.415093593530372,228.0,0.0,0.0,0.0,0.0,100.0
18,96f5f584_2a45_4a92_986a_d1ae89f678f4,Zone_Air_Humidity_Sensor,154203,2021-01-01T00:09:53.298Z,2023-12-31T23:57:50.280Z,40.74603996031205,5.562439192464065,4119.0,0.0,38.25,41.44,43.77,72.6
19,22f2ef6c_7894_4f0c_be3a_d213e19b976b,Zone_Air_Temperature_Sensor,154189,2021-01-01T00:09:53.341Z,2023-12-31T23:57:50.310Z,22.179377257781034,1.0148666422574237,107.0,0.0,21.9,22.2,22.6,23.8
